,PtxID,TrialNum,height,tempos,TargetID,TargetLateral,TargetVertical,MaxVel_Real,MaxVel_Virt,Lag,PathOffset,PathOffsetNoLag,EndError,EndError_cleaned,PathOffset_cleaned,PathOffsetNoLag_cleaned
1409,Pete,49,mid,80,row_C3,center,close,0.7729864338131263,0.9407498329810884,51.0,1.24,6.44,0.69,0.5387395206178347,0.8398881704674066,4.673124578705447
1410,Pete,50,mid,80,row_B5,right,middle,0.5430468477461239,0.5552860873007298,0.0,2.25,2.25,1.8,1.08449222600272,1.25092775800282,1.8940552422811805
1411,Pete,51,mid,80,row_A5,right,far,1.1089399183859352,1.2396189624498013,43.6,2.44,5.72,1.7,1.0442537523679474,1.315033504297265,4.231673364846974
1412,Pete,52,mid,80,row_B2,left,middle,0.9670388666333098,0.9656933423668276,0.0,1.6,1.6,1.09,0.7650147348771719,1.0026509310601806,1.3967050153155955
1413,Pete,53,mid,80,row_C5,right,close,1.4878204209656252,1.6706273166225296,55.4,1.9,6.07,1.31,0.8732956782042334,1.123457499326046,4.447671027177194
1414,Pete,54,mid,80,row_A3,center,far,0.5182865458217647,0.7438401226575656,53.6,1.28,5.81,0.88,0.6516229549163888,0.8590913034630465,4.287478807851841
1415,Pete,55,mid,80,row_C4,center,close,1.039913914679549,1.1066479559432094,30.8,1.55,3.64,0.87,0.6459435905100075,0.9813066190076514,2.8819543741621962
1416,Pete,56,mid,80,row_B4,center,middle,0.7518244728250382,0.7820662633800395,28.6,1.58,3.44,0.98,0.7069683532443505,0.9941579128916178,2.744936568373785
1418,Pete,58,mid,80,row_A1,left,far,0.8748186238184393,0.8694569907766297,0.0,3.14,3.14,2.77,1.4191593923164247,1.5265684620835285,2.5364708739542388
1419,Pete,59,mid,80,row_C2,left,close,0.7880539905637309,0.8270057704568594,27.0,1.68,4.26,1.76,1.068554510089963,1.0360454252768814,3.29770146883366
1420,Pete,60,mid,80,row_C1,left,close,1.162042649784332,1.2325094339546263,32.0,2.46,5.13,3.26,1.5595508539186786,1.3215948640448927,3.861051149462521
1421,Pete,61,mid,80,row_C6,right,close,1.4356699545617,1.5589041104264514,27.8,2.1,3.4,0.81,0.6112820295947752,1.1978892883451464,2.717349542187744
1422,Pete,62,mid,80,row_B1,left,middle,0.7843823059545186,0.9476257439790065,29.1,2.04,4.46,1.28,0.8590913034630465,1.1760248395950734,3.4291472562638954
1423,Pete,63,mid,80,row_A4,center,far,0.5809115810571343,0.7355573625564918,44.8,1.47,5.47,0.73,0.56342152496756,0.9463592025648704,4.075666239069537
1424,Pete,64,mid,80,row_B3,center,middle,0.4952511375897667,0.616615957730415,29.4,1.19,3.3,0.58,0.4680480799488107,0.8154454570893899,2.6481057771014114
1426,Pete,66,mid,80,row_A2,left,far,0.8974523349485091,1.0020175594484366,33.3,1.95,4.27,1.71,1.0483374152287972,1.1424886813500068,3.304303087382037
1428,Pete,68,mid,80,row_B5,right,middle,1.6828245181727053,1.909305856804972,55.8,2.48,5.88,2.32,1.274928808726321,1.3281221779115815,4.330755620594499
1429,Pete,69,mid,80,row_A5,right,far,1.2044648086765617,1.3947540294765404,50.0,2.08,5.53,1.9,1.123457499326046,1.1906437833447958,4.11324335053699
1430,Susan,7,mid,120,row_B1,left,middle,1.2815574248896306,1.2614657786782897,22.4,1.83,4.45,1.14,0.7904952359741557,1.0963115927823641,3.422603888497425
1431,Susan,8,mid,120,row_B3,center,middle,0.8351959984834141,1.4190343200715234,35.4,2.19,6.28,0.92,0.6740718756091502,1.2299822108335268,4.575983437411485
1432,Susan,9,mid,120,row_A1,left,far,2.017079494735363,1.6639108116722172,54.3,3.66,12.45,2.28,1.2612703406527404,1.6637604535438877,8.031077309160123
1433,Susan,10,mid,120,row_A4,center,far,0.8268323177244592,1.4097671746763842,65.6,2.19,9.69,1.13,0.7854423140536015,1.2299822108335268,6.549312524159852
1434,Susan,11,mid,120,row_A6,right,far,1.1472619618875628,1.3828348864300712,23.5,4.04,4.98,4.86,1.9341024449155775,1.7555527238117707,3.7654273066169814
1435,Susan,12,mid,120,row_C3,center,close,1.160657183168219,1.2474268036542389,23.5,2.19,4.26,0.27,0.24189624907304808,1.2299822108335268,3.29770146883366
1436,Susan,13,mid,120,row_B6,right,middle,2.100054744019031,2.478108635053002,16.9,3.45,4.39,1.1,0.7701544030436325,1.6101010875730015,3.3832803924493535
1437,Susan,14,mid,120,row_A5,right,far,1.1581620483124269,1.3881923583952118,39.4,2.41,5.25,0.86,0.6402368261921532,1.3051268020414009,3.9371294336139653
1438,Susan,15,mid,120,row_B4,center,middle,1.4069062142750033,1.9519996170764495,47.7,2.21,7.61,0.77,0.5875951574308247,1.2370031663900938,5.368461065639159
1439,Susan,16,mid,120,row_C5,right,close,1.9005875566386827,2.860731537211597,38.2,3.92,7.47,2.01,1.16494658205619,1.7272588243782772,5.28656461353883
1440,Susan,17,mid,120,row_C4,center,close,1.4693263486227042,2.2494423766508342,44.1,2.78,8.61,1.25,0.8447177119769855,1.4221847376612384,5.944150969485723
1441,Susan,18,mid,120,row_B2,left,middle,1.2160047122583912,1.2958231767442143,33.4,2.1,6.85,1.11,0.7752720910742905,1.1978892883451464,4.919703388844869
1442,Susan,19,mid,120,row_A3,center,far,0.7356309391512175,0.9139041951914592,48.3,1.89,8.57,1.54,0.9769926058064948,1.1196158593857874,5.921420655342366
1443,Susan,20,mid,120,row_A2,left,far,0.9111629148523646,1.084157654599838,50.7,1.91,9.55,0.83,0.6229493059061575,1.1272872353823438,6.471759651510028
1444,Susan,21,mid,120,row_C2,left,close,1.2586997931237895,1.6530776453243758,34.6,2.32,7.59,1.41,0.9194736405948101,1.274928808726321,5.356782072227705
1445,Susan,22,mid,120,row_C1,left,close,1.4428218736102467,1.7789981764178957,18.4,2.61,5.23,1.96,1.1462600467961237,1.3697448881013807,3.924475256570675
1446,Susan,23,mid,120,row_B5,right,middle,1.5850367345377383,2.282901326079192,34.8,3.52,6.62,1.96,1.1462600467961237,1.6282361633785136,4.78178640312574
1447,Susan,24,mid,120,row_C6,right,close,2.3349488782209726,2.7096572010691355,0.0,5.45,5.45,4.87,1.9361374189640745,2.0491378068116983,4.063121202825818
1448,Susan,25,mid,120,row_B1,left,middle,1.3165424037017004,1.6408569585456196,17.8,3.24,5.78,2.59,1.3634301011916694,1.55411233499692,4.268897597507832
1449,Susan,26,mid,120,row_B3,center,middle,0.982863311847892,1.2924065053508669,51.6,2.3,8.53,1.21,0.8252822185566067,1.2681181999924207,5.8986665770729525
1451,Susan,28,mid,120,row_A4,center,far,1.224410562048424,1.5925916422753343,31.2,2.83,6.08,2.36,1.2884399678677094,1.4372042610881475,4.453802550721615
1452,Susan,29,mid,120,row_A6,right,far,1.9386658317326315,2.3467706177214964,48.6,3.36,7.82,1.92,1.1311051451578802,1.586403501707574,5.490684851125239
1453,Susan,30,mid,120,row_C3,center,close,1.1590338843118466,1.2841095369475084,23.1,2.17,4.38,2.14,1.2122549602304722,1.222921526239651,3.3767158631266376
1454,Susan,31,mid,120,row_B6,right,middle,1.8795279610531384,2.4365473495684067,37.2,5.57,7.96,5.2,2.0016005756677457,2.071369312157181,5.571763032349769
1455,Susan,32,mid,120,row_A5,right,far,1.1806881584830282,1.4220472515600298,36.4,2.6,5.34,0.99,0.712363662277915,1.3665914413936475,3.9939485835142725
1456,Susan,33,mid,120,row_B4,center,middle,1.0835859139919872,1.3307819439493622,53.1,2.3,7.79,1.39,0.9103778170423982,1.2681181999924207,5.4732692295116285
1457,Susan,34,mid,120,row_C5,right,close,1.6336312543964415,2.4328834489199034,35.8,2.9,6.32,1.34,0.8873349876045844,1.4579378098253093,4.60031833069626
1459,Susan,36,mid,120,row_B2,left,middle,0.9249118759989464,1.1301397319738078,35.8,1.33,6.34,0.68,0.5324869130032717,0.8826733085387639,4.612473304973251
1460,Susan,37,mid,120,row_A3,center,far,0.7226692794847355,0.8726016909905592,44.7,2.27,8.79,1.74,1.0605075433200173,1.2578323070696662,6.046146588689865
1461,Susan,38,mid,120,row_A2,left,far,1.1380913430751562,1.0243812337105649,16.0,1.76,4.05,1.22,0.8301705908419255,1.068554510089963,3.1583307586670837
1462,Susan,39,mid,120,row_C2,left,close,1.1489830107901835,1.4663651016025945,16.9,1.94,4.31,1.47,0.9463592025648704,1.138705792441983,3.3306783259535404
1463,Susan,40,mid,120,row_C1,left,close,1.4298851287020196,2.4423258106641583,53.4,2.44,11.53,0.68,0.5324869130032717,1.315033504297265,7.546443267579523
1464,Susan,41,mid,120,row_B5,right,middle,1.2414085327004365,1.505908440485689,58.8,2.87,7.39,0.36,0.3122608693867601,1.449093352739208,5.239614829101647
1465,Susan,42,mid,120,row_C6,right,close,6.984052853902972,7.850230829365523,13.3,4.55,6.19,4.83,1.9279787153122885,1.8694145521884575,4.5211072727426
1466,Susan,43,mid,120,row_B1,left,middle,1.4675574026153837,1.7324885519869595,32.0,3.86,9.32,3.52,1.6282361633785136,1.7128781936037352,6.343789857757038
1467,Susan,44,mid,120,row_B3,center,middle,1.2676206671376404,1.8075943684199336,51.2,2.32,6.39,1.07,0.7546686543316117,1.274928808726321,4.642824589581173
1469,Susan,46,mid,120,row_A4,center,far,0.8237217771142717,1.1429677359725696,61.6,1.99,9.31,0.97,0.701548464105739,1.1575057373332154,6.338209877051486
1470,Susan,47,mid,120,row_A6,right,far,1.143005770543564,1.4348942344407225,57.2,3.3,5.82,3.51,1.6256609799284294,1.5703593010346784,4.293667994032048
1471,Susan,48,mid,120,row_C3,center,close,1.1792605142416832,1.338393097211583,16.2,1.94,4.26,1.49,0.9551905199989719,1.138705792441983,3.29770146883366
1472,Susan,49,mid,120,row_B6,right,middle,1.8754070681723811,2.2730302187663423,16.5,2.91,4.12,1.1,0.7701544030436325,1.4608723581694205,3.2049458320597233
1473,Susan,50,mid,120,row_A5,right,far,0.9360470269883022,1.09563779044636,34.8,2.25,5.05,0.65,0.5135260331292724,1.25092775800282,3.810125492573365
1474,Susan,51,mid,120,row_B4,center,middle,1.2925538711216926,1.8714961810569242,49.2,2.59,8.0,0.88,0.6516229549163888,1.3634301011916694,5.594869896942176
1475,Susan,52,mid,120,row_C5,right,close,1.292646342449419,1.6394035290903326,17.9,3.82,5.39,3.16,1.5321247843556507,1.7032020728540842,4.0254275707362845
1476,Susan,53,mid,120,row_C4,center,close,1.365459177026325,1.9384187052920905,32.8,2.4,6.38,1.07,0.7546686543316117,1.3018071324347935,4.636758450191344
1477,Susan,54,mid,120,row_B2,left,middle,0.939641812452629,1.1233524784590316,33.8,2.14,6.99,1.39,0.9103778170423982,1.2122549602304722,5.003157648220544
1478,Susan,55,mid,120,row_A3,center,far,1.0596699563010523,0.8787036400448975,27.8,1.9,6.22,1.74,1.0605075433200173,1.123457499326046,4.539418306212986
1479,Susan,56,mid,120,row_A2,left,far,1.025247902737487,1.1406109882879618,35.8,1.78,6.64,1.16,0.8005376485438132,1.076549166739913,4.793820095358876
1480,Susan,57,mid,120,row_C2,left,close,0.9773485370277984,1.3086547821995873,42.6,2.5,7.5,1.42,0.9239961044962497,1.3346158167069744,5.304142164419981
1481,Susan,58,mid,120,row_C1,left,close,1.2116466815798723,1.5393304361640634,39.4,2.07,7.98,0.21,0.19244876491456564,1.1870051380690438,5.583319681083261
1482,Susan,59,mid,120,row_B5,right,middle,1.3897879458346754,1.8704900330226133,35.8,2.22,5.24,0.2,0.1839937614702425,1.240498892673112,3.930803612538531
1484,Susan,61,mid,120,row_B1,left,middle,1.194335239105346,1.397565269572346,37.2,2.33,7.56,0.97,0.701548464105739,1.2783202772850988,5.339250825908412
1485,Susan,62,mid,120,row_B3,center,middle,1.0748445460800968,1.4838200033170434,50.6,2.55,6.35,2.01,1.16494658205619,1.350704963756626,4.618547686420885
1486,Susan,63,mid,120,row_A1,left,far,1.228461595422124,1.5235753947477897,0.0,2.79,2.79,2.64,1.3791582805334013,1.425202888359136,2.2884139588043895
1487,Susan,64,mid,120,row_A4,center,far,0.8370440825428589,1.24296919648629,49.2,2.31,7.59,1.25,0.8447177119769855,1.2715281339346007,5.356782072227705
1488,Susan,65,mid,120,row_A6,right,far,1.5029638025286731,1.6703241815184946,35.4,6.43,8.64,5.11,1.9840640371248819,2.220778745822516,5.961183184269532
1489,Susan,66,mid,120,row_C3,center,close,1.0294996891368298,1.2869175592150164,55.5,2.28,9.45,1.52,0.9683185250667603,1.2612703406527404,6.416207205220332
1490,Susan,67,mid,120,row_B6,right,middle,1.9111630182728216,2.5461666994924648,18.3,3.93,4.97,1.97,1.1500199626364438,1.7296402362604058,3.759031202297113
1491,Susan,68,mid,120,row_A5,right,far,1.2129444972930907,1.3812445453291118,32.8,1.78,4.64,0.62,0.49425230664365216,1.076549166739913,3.546422193180268
1492,Susan,69,mid,120,row_B4,center,middle,1.4335693620126881,1.9772763067596069,35.0,2.9,6.21,0.8,0.605404816140187,1.4579378098253093,4.533316745640893
1493,Susan,70,mid,120,row_C5,right,close,1.4676181600412042,2.0646662838738954,34.2,2.47,6.02,1.68,1.0360454252768814,1.3248627533924862,4.416980804479614
1494,Susan,71,mid,120,row_C4,center,close,1.4533835955995955,1.5584492616031038,31.4,2.22,5.94,0.64,0.5071367544439487,1.240498892673112,4.36776247443781
1496,Davide,1,mid,120,"0    row_A1
0    row_C2
Name: targetID, dtype: object",center,middle,2.5915116321639027,2.878034918593964,0.0,2.97,2.97,0.64,0.5071367544439487,1.4783390970123222,2.416669679769574
1497,Davide,2,mid,120,"0    row_C4
0    row_C4
Name: targetID, dtype: object",center,middle,1.7211006724772946,1.954543525876463,35.5,2.21,4.8,0.24,0.2174417042143828,1.2370031663900938,3.6498828902893297
1498,Davide,3,mid,120,"0    row_C1
0    row_A2
Name: targetID, dtype: object",center,middle,3.36214806016573,3.2877331613469623,0.0,3.01,3.01,0.69,0.5387395206178347,1.4898520702497642,2.4449716933966426
1499,Davide,4,mid,120,"0    row_B3
0    row_A4
Name: targetID, dtype: object",center,middle,2.0213336570995595,2.465076363074153,11.9,1.85,3.96,1.47,0.9463592025648704,1.1041286812001982,3.098158915129508
1500,Davide,5,mid,120,"0    row_A3
0    row_A6
Name: targetID, dtype: object",center,middle,1.2889560719262436,1.4650569269323628,16.5,2.54,4.11,5.89,2.128914153302024,1.3475035218121256,3.1982963378511715
1501,Davide,6,mid,120,"0    row_C5
0    row_B4
Name: targetID, dtype: object",center,middle,5.415706216885873,4.867178437589648,13.8,3.19,5.75,1.87,1.1118965535303782,1.540414354687234,4.250295821279264
1502,Davide,7,mid,120,"0    row_C3
0    row_A1
Name: targetID, dtype: object",center,middle,2.834060402200295,2.9585460578743334,0.0,3.94,3.94,3.68,1.6687567174574958,1.7320173046989673,3.0847504586030308
1504,Davide,9,mid,120,"0    row_B5
0    row_B1
Name: targetID, dtype: object",center,middle,3.4121540313386163,3.7193529694182432,16.7,4.89,7.48,3.18,1.5376571166535213,1.9401980241056038,5.292425523926652
1507,Davide,12,mid,120,"0    row_B6
0    row_A5
Name: targetID, dtype: object",center,middle,5.659660170052304,6.3517290268866535,13.6,3.26,5.32,1.61,1.006875413421462,1.5595508539186786,3.981339627648111
1508,Davide,13,mid,120,"0    row_B1
0    row_C5
Name: targetID, dtype: object",center,middle,2.4765582084003497,2.837995959937702,0.0,2.55,2.55,2.09,1.19427181170775,1.350704963756626,2.115006043340077
1509,Davide,14,mid,120,"0    row_A5
0    row_A3
Name: targetID, dtype: object",center,middle,3.6101284952100574,4.126502976268428,11.8,1.83,4.2,0.39,0.33478580494787247,1.0963115927823641,3.2580255884347764
1511,Davide,16,mid,120,"0    row_C2
0    row_B3
Name: targetID, dtype: object",center,middle,3.9728521838692212,3.459950809621688,25.6,5.24,11.36,6.67,2.25969134641832,2.00932115562082,7.455932290884269
1513,Davide,18,mid,120,"0    row_C3
0    row_B2
Name: targetID, dtype: object",center,middle,5.3198899014775245,4.925515305086949,0.0,2.76,2.76,1.64,1.0194620275875477,1.4161268160217988,2.266891475833551
1515,Davide,20,mid,120,"0    row_C4
0    row_C4
Name: targetID, dtype: object",center,middle,2.7149238787191314,2.7196612083411384,14.5,2.57,5.56,0.62,0.49425230664365216,1.3570835726510322,4.131999511917322
1516,Davide,21,mid,120,"0    row_A2
0    row_C1
Name: targetID, dtype: object",center,middle,2.646233958319669,1.819972609237482,0.0,4.52,4.52,6.65,2.2564907986463445,1.8629829925508234,3.468344798767417
1517,Davide,22,mid,120,"0    row_A4
0    row_B3
Name: targetID, dtype: object",center,middle,1.3926023179548397,1.683908943697695,12.2,2.24,4.61,1.84,1.1002263301204773,1.2474611314209483,3.526942111036901
1518,Davide,23,mid,120,"0    row_A6
0    row_A3
Name: targetID, dtype: object",center,middle,4.170799391605615,4.553373737543208,0.0,3.47,3.47,0.44,0.3713728933664817,1.615308587170674,2.76558607045626
1520,Davide,25,mid,120,"0    row_A1
0    row_C3
Name: targetID, dtype: object",center,middle,1.200944332699269,1.8717476037306175,14.3,3.47,6.23,0.78,0.593561696111744,1.615308587170674,4.545517754421325
1522,Davide,27,mid,120,"0    row_B1
0    row_B5
Name: targetID, dtype: object",center,middle,1.7418963873244748,1.765533188329286,0.0,2.47,2.47,3.07,1.506929198776512,1.3248627533924862,2.0565585156234807
1523,Davide,28,mid,120,"0    row_B6
0    row_A2
Name: targetID, dtype: object",center,middle,3.2722534839376825,3.4591951617570684,16.0,4.55,7.93,3.21,1.5459111091283462,1.8694145521884575,5.554415958310821
1525,Davide,30,mid,120,"0    row_A5
0    row_B6
Name: targetID, dtype: object",center,middle,2.2192238110964118,2.623560699755372,0.0,3.16,3.16,3.62,1.6537097582098648,1.5321247843556507,2.5504834538819083
1526,Davide,31,mid,120,"0    row_C5
0    row_B1
Name: targetID, dtype: object",center,middle,2.9150086158056916,2.8341398109249423,0.0,3.78,3.78,1.21,0.8252822185566067,1.693453410550696,2.976988110753703
1527,Davide,32,mid,120,"0    row_A3
0    row_A5
Name: targetID, dtype: object",center,middle,1.0180479171986951,1.1083157366208822,13.6,5.6,7.24,2.12,1.2050928441551645,2.0768700594740985,5.151280902510121
1529,Davide,34,mid,120,"0    row_B3
0    row_C2
Name: targetID, dtype: object",center,middle,1.2775832141635357,1.3925460350896892,14.3,4.37,7.48,5.6,2.0768700594740985,1.8303455103198774,5.292425523926652
1530,Davide,35,mid,120,"0    row_B2
0    row_A4
Name: targetID, dtype: object",center,middle,2.122929599770888,2.172230741499166,0.0,2.44,2.44,0.95,0.690633991544003,1.315033504297265,2.034554108676316
1531,Davide,36,mid,120,"0    row_C3
0    row_B2
Name: targetID, dtype: object",center,middle,2.2592166709931045,2.5286257993654755,13.8,2.74,5.71,0.78,0.593561696111744,1.4100398239669665,4.225461263844683
1533,Davide,38,mid,120,"0    row_C4
0    row_C4
Name: targetID, dtype: object",center,middle,3.297629437554912,3.410359130342368,0.0,2.81,2.81,2.25,1.25092775800282,1.4312177496413514,2.3027386165120145
1535,Davide,40,mid,120,"0    row_A4
0    row_B3
Name: targetID, dtype: object",center,middle,1.3271670051525901,1.8295959457845132,26.6,1.34,6.19,1.2,0.8203738981834285,0.8873349876045844,4.5211072727426
1538,Davide,43,mid,120,"0    row_A1
0    row_C3
Name: targetID, dtype: object",center,middle,2.6886446517236964,3.8500051436608214,26.8,4.79,11.69,2.1,1.1978892883451464,1.919769475571882,7.631349998780112
1539,Davide,44,mid,120,"0    row_B5
0    row_A6
Name: targetID, dtype: object",center,middle,2.3004159989085733,2.552727188205384,15.9,5.43,7.09,4.44,1.8456770969648661,2.045396416532961,5.062544029549664
1540,Davide,45,mid,120,"0    row_B1
0    row_B5
Name: targetID, dtype: object",center,middle,3.6548264565660062,3.6880046455007447,0.0,4.77,4.77,6.23,2.187477578520234,1.915645697247157,3.630538922249545
1543,Davide,48,mid,120,"0    row_A5
0    row_B6
Name: targetID, dtype: object",center,middle,2.0354474015723447,1.9902389928958368,16.2,2.83,4.19,2.89,1.4549964816158734,1.4372042610881475,3.25140184300332
1544,Davide,49,mid,120,"0    row_C5
0    row_B1
Name: targetID, dtype: object",center,middle,3.1969237810791586,3.824546768598839,15.1,2.7,6.1,1.32,0.8779935880855194,1.3977774396531384,4.466059107512464
1545,Davide,50,mid,120,"0    row_A3
0    row_A5
Name: targetID, dtype: object",center,middle,0.998331772740326,1.187895066253277,13.4,1.88,3.57,2.05,1.1796957329389302,1.115762237178446,2.8341693359035705
1546,Davide,51,mid,120,"0    row_C6
0    row_C6
Name: targetID, dtype: object",center,middle,3.641452250844768,3.5619640269226003,0.0,4.27,4.27,6.53,2.2371278549449536,1.8081282520044484,3.304303087382037
1547,Davide,52,mid,120,"0    row_B3
0    row_C2
Name: targetID, dtype: object",center,middle,2.099308236686174,1.850048976315656,15.5,2.62,5.37,5.22,2.0054664512829246,1.372890482807938,4.01284339189858
1549,Davide,54,mid,120,"0    row_C3
0    row_B2
Name: targetID, dtype: object",center,middle,2.3446356824490744,2.0219233784659973,12.6,6.84,9.79,1.47,0.9463592025648704,2.286596790831472,6.6045519835849325
1550,Davide,55,mid,120,"0    row_C2
0    row_A1
Name: targetID, dtype: object",center,middle,1.7018918295511043,1.6679931861522164,0.0,4.85,4.85,1.6,1.0026509310601806,1.9320643430768425,3.682067365981874
1551,Davide,56,mid,120,"0    row_C4
0    row_C4
Name: targetID, dtype: object",center,middle,2.0471499558453963,1.9314903294281829,14.6,2.97,5.94,1.56,0.9856054330611785,1.4783390970123222,4.36776247443781
1553,Davide,58,mid,120,"0    row_A4
0    row_B3
Name: targetID, dtype: object",center,middle,1.6350011855821842,1.2810535920527253,31.4,1.93,4.5,1.2,0.8203738981834285,1.134911305486308,3.4552908419878103
1554,Davide,59,mid,120,"0    row_A6
0    row_A3
Name: targetID, dtype: object",center,middle,2.7791302987156974,3.1168261685718472,0.0,2.51,2.51,0.19,0.17547510603523886,1.3378501221512762,2.0858239097606135
1558,Davide,63,mid,120,"0    row_B1
0    row_B5
Name: targetID, dtype: object",center,middle,0.561826361593638,0.5694246995581906,0.0,4.34,4.34,5.46,2.051004588156917,1.8237197045882314,3.3504271632202456
1560,Davide,65,mid,120,"0    row_B4
0    row_C1
Name: targetID, dtype: object",center,middle,1.5675425133752847,1.6007766049984118,0.0,2.52,2.52,2.28,1.2612703406527404,1.3410761451115571,2.09312720257609
1562,Davide,67,mid,120,"0    row_C5
0    row_B1
Name: targetID, dtype: object",center,middle,3.1723030644502908,2.9678100516841464,0.0,2.17,2.17,0.9,0.6629005847852576,1.222921526239651,1.8342874462369203
1563,Davide,68,mid,120,"0    row_A3
0    row_A5
Name: targetID, dtype: object",center,middle,2.646751017530576,1.3325735774464755,38.7,2.23,8.92,2.22,1.240498892673112,1.2439848619118399,6.119518558580719
1565,Davide,70,mid,120,"0    row_B3
0    row_C2
Name: targetID, dtype: object",center,middle,1.6410552367090192,1.4619927685254703,15.1,1.98,4.81,1.58,0.9941579128916178,1.153768502007011,3.656325316615266
1566,Davide,71,mid,120,"0    row_B2
0    row_A4
Name: targetID, dtype: object",center,middle,2.446231562351726,2.4907703342835843,11.9,2.06,4.33,1.4,0.9149342561789697,1.1833558100765806,3.3438473068454955
1567,Poppy,0,mid,120,row_B3,center,middle,0.8990681218052768,1.1614746277379089,42.4,1.66,5.14,5.3,2.0208189171602897,1.0277817813286005,3.867405137213296
1568,Poppy,1,mid,120,row_C5,right,close,1.6594047003977828,1.956709243820904,49.2,2.62,7.43,1.21,0.8252822185566067,1.372890482807938,5.263103644801002
1569,Poppy,2,mid,120,row_C6,right,close,2.8176093891831937,3.8170950626569886,32.4,7.04,9.55,4.44,1.8456770969648661,2.317586048842384,6.471759651510028
1570,Poppy,3,mid,120,row_B2,left,middle,1.3614190666276376,1.741025668106747,30.6,1.53,5.76,0.35,0.30465311786347593,0.9726632795610435,4.256498705486994
1571,Poppy,4,mid,120,row_A3,center,far,1.2482151666653554,1.9731134617510608,26.0,1.11,5.24,0.43,0.3641479442681428,0.7752720910742905,3.930803612538531
1572,Poppy,5,mid,120,row_A5,right,far,0.8882041394504374,1.1810923975086782,46.8,2.42,6.89,3.87,1.7152860222144395,1.3084377215905607,4.943585155704191
1573,Poppy,6,mid,120,row_B1,left,middle,1.48815339413383,2.1087187646869405,15.8,3.07,5.32,2.37,1.2917951315454501,1.506929198776512,3.981339627648111
1574,Poppy,7,mid,120,row_B4,center,middle,1.8040255865540429,1.9739530884849683,46.5,1.91,7.51,1.23,0.8350391854218109,1.1272872353823438,5.3099978996051975
1575,Poppy,8,mid,120,row_C2,left,close,1.5541001973840896,1.6834810132367868,16.4,3.46,5.64,2.8,1.4282138804355626,1.6127074644759531,4.181911495980486
1576,Poppy,9,mid,120,row_B5,right,middle,2.416479372122577,2.455112941828994,32.0,2.61,5.34,1.48,0.9507828735885715,1.3697448881013807,3.9939485835142725
1577,Poppy,10,mid,120,row_A2,left,far,1.7387194229481853,2.417188209401065,31.2,2.36,6.67,1.67,1.0319205670646547,1.2884399678677094,4.811855880079005
1578,Poppy,11,mid,120,row_C4,center,close,2.3355927653717425,2.0130183710042466,29.2,1.78,5.73,0.75,0.5755705033825231,1.076549166739913,4.237883155228656
1579,Poppy,12,mid,120,row_C1,left,close,2.074319103666126,2.4133936524246464,16.5,2.94,5.25,1.99,1.1575057373332154,1.469635651874559,3.9371294336139653
1581,Poppy,14,mid,120,row_C3,center,close,1.8796406578868727,2.2835062904251267,27.8,1.74,5.95,0.16,0.14952689940964214,1.0605075433200173,4.373922491983933
1582,Poppy,15,mid,120,row_B6,right,middle,2.2330900836410907,2.7802781633727967,16.0,4.79,5.76,4.06,1.760209316379977,1.919769475571882,4.256498705486994
1583,Poppy,16,mid,120,row_A4,center,far,1.170690089804295,1.1622951661788552,19.3,2.73,4.34,1.53,0.9726632795610435,1.4069853341875982,3.3504271632202456
1584,Poppy,17,mid,120,row_A1,left,far,2.354365679583933,5.412318197564498,33.4,4.67,9.07,3.2,1.5431656766005775,1.8948318179396795,6.2038805519613085
1585,Poppy,18,mid,120,row_B3,center,middle,1.5408437129861543,1.6390833524465585,29.8,0.93,4.99,0.35,0.30465311786347593,0.6796183009903123,3.7718207375376522
1586,Poppy,19,mid,120,row_C5,right,close,2.7192890734781967,2.493090972334904,29.4,3.49,6.48,2.99,1.4841085682441468,1.6204951590347183,4.697327926807408
1587,Poppy,20,mid,120,row_C6,right,close,3.125963575941048,3.3567379167530937,15.0,4.28,5.37,2.88,1.4520483403876794,1.810366972594708,4.01284339189858
1588,Poppy,21,mid,120,row_B2,left,middle,2.054206806961394,1.8768040387755376,14.5,2.02,4.14,0.69,0.5387395206178347,1.1686503328330033,3.218235090285011
1589,Poppy,22,mid,120,row_A3,center,far,1.0088522493792496,1.051141104278658,55.6,1.29,9.61,0.62,0.49425230664365216,0.8638446886526285,6.5050279060236385
1590,Poppy,23,mid,120,row_A5,right,far,1.3926048358244143,1.6988927110043723,47.4,2.03,6.94,1.3,0.8685794289921267,1.1723430623433106,4.973394848484393
1591,Poppy,24,mid,120,row_B1,left,middle,1.772857175305315,2.52465948210712,16.2,2.58,4.73,1.54,0.9769926058064948,1.360260825666777,3.6047077982732936
1592,Poppy,25,mid,120,row_B4,center,middle,1.422452120394562,1.8054990708951848,45.9,2.06,7.29,1.19,0.8154454570893899,1.1833558100765806,5.180769865256459
1593,Poppy,26,mid,120,row_C2,left,close,2.8667284473326395,2.3496680099583065,15.8,2.48,4.57,1.5,0.9595822638521723,1.3281221779115815,3.5009280994765177
1594,Poppy,27,mid,120,row_B5,right,middle,2.4353086415381355,2.3466235845879724,34.2,2.94,5.73,2.05,1.1796957329389302,1.469635651874559,4.237883155228656
1595,Poppy,28,mid,120,row_A2,left,far,1.7176391902722816,1.470826410844213,14.1,1.61,3.61,0.28,0.24993230105207598,1.006875413421462,2.861497298173269
