Real_X_Pos,Real_Z_Pos,Real_X_SE,Real_Z_SE,Virt_X_Pos,Virt_Z_Pos,Virt_X_SE,Virt_Z_SE,TargetID,PtxID,Height,Tempo
-1.0489933333333334,0.34911999999999993,5.333333333333334e-05,4.666666666666667e-05,-1.0423933333333333,0.35616000000000003,0.00014000000000000001,0.00014333333333333334,row_B2,Pete,mid,80
-1.25154,0.3463075,4e-05,3.2500000000000004e-05,-1.2410025,0.35916000000000003,0.000165,0.00015999999999999999,row_B1,Pete,mid,80
-0.25046999999999997,0.35326250000000003,0.000115,0.0001275,-0.30938750000000004,0.34538500000000005,0.00034500000000000004,0.00015999999999999999,row_B6,Pete,mid,80
-0.4325475,0.33864,3e-05,3.2500000000000004e-05,-0.36262750000000005,0.36832750000000003,0.00242,0.0022625,row_B5,Susan,high,80
-0.634315,0.3392275,3e-05,4e-05,-0.6379425,0.3258025,0.01178,0.0128825,row_B4,Susan,high,80
-0.8361825,0.3392225,5.75e-05,5.75e-05,-0.83213,0.3567175,0.0001675,0.0002325,row_B3,Susan,high,80
-1.0377049999999999,0.3400725,0.0001475,0.00010500000000000002,-1.0432100000000002,0.35696750000000005,0.000765,0.0003575,row_B2,Susan,high,80
-1.2380175000000002,0.3391825,5e-05,2.25e-05,-1.237935,0.3393625,0.00023,0.00030000000000000003,row_B1,Susan,high,80
-0.23741,0.33916250000000003,3.7500000000000003e-05,5.25e-05,-0.21686999999999998,0.332345,0.0005375,0.0003975,row_B6,Susan,high,80
-0.43378249999999996,0.336015,4.25e-05,3.5000000000000004e-05,-0.41529000000000005,0.38164999999999993,0.0004775,0.000175,row_B5,Davide,high,80
-0.6338324999999999,0.34083,2.75e-05,1.25e-05,-0.64276,0.35412499999999997,0.0002725,0.00024,row_B4,Davide,high,80
-0.830465,0.28389000000000003,6.25e-05,7.000000000000001e-05,-0.82602,0.34945250000000005,0.0003600000000000001,0.00031,row_B3,Davide,high,80
-0.991286,0.29328,0.000154,8.2e-05,-0.9988359999999998,0.29638,0.000996,0.001558,row_B2,Davide,high,80
-1.2360025,0.34037,7.75e-05,4.7499999999999996e-05,-1.1935475000000002,0.2806475,0.0024525,0.002,row_B1,Davide,high,80
-0.2381125,0.3297825,4.25e-05,2.7499999999999998e-05,-0.2523725,0.3552,0.000325,0.0001425,row_B6,Davide,high,80
,,,,,,,,row_B5,Joe,high,80
,,,,,,,,row_B4,Joe,high,80
,,,,,,,,row_B3,Joe,high,80
,,,,,,,,row_B2,Joe,high,80
,,,,,,,,row_B1,Joe,high,80
,,,,,,,,row_B6,Joe,high,80
-0.42862,0.3300125,3.2500000000000004e-05,4.25e-05,-0.4086975,0.35792250000000003,0.0004525,0.000195,row_B5,Poppy,high,80
-0.62923,0.3290025,2.25e-05,2.5000000000000005e-05,-0.6225,0.339375,0.00019999999999999998,0.00021,row_B4,Poppy,high,80
-0.831545,0.32869499999999996,3.7500000000000003e-05,5.25e-05,-0.82915,0.32779,0.0002275,0.00028,row_B3,Poppy,high,80
-1.03065,0.3263275,7.500000000000001e-05,2.5e-05,-1.0257475,0.32021,0.00035,0.0002975,row_B2,Poppy,high,80
-1.18815,0.3045375,9.5e-05,4.2499999999999996e-05,-1.1840199999999999,0.2989475,0.00028,0.0005175,row_B1,Poppy,high,80
-0.22989,0.32774,0.0007800000000000001,0.00022400000000000002,-0.25727200000000006,0.33323800000000003,0.000548,0.000452,row_B6,Poppy,high,80
-0.4428566666666667,0.3697033333333333,7.000000000000001e-05,6e-05,-0.45325333333333334,0.3874666666666667,0.00026333333333333336,0.00015,row_B5,Katrina,high,80
-0.6438225,0.3741875,9e-05,7.500000000000001e-05,-0.6535725,0.373375,0.0001675,0.000145,row_B4,Katrina,high,80
-0.8477025,0.375075,3.2500000000000004e-05,0.000105,-0.8461525,0.3635125,0.0001025,0.000145,row_B3,Katrina,high,80
